Zipcode,Deliveries,Failed,Area,x_centroid,y_centroid,Dist,Price
6810,0,0,0,5.373405,49.7120209,,
6811,0,0,0,5.4215989,49.7105064,,
6812,0,0,0,5.4155712,49.7462006,,
6813,0,0,0,5.4588027,49.707325,,
6740,0,0,0,5.58956,49.6661606,,
6741,0,0,0,5.6692619,49.6669922,,
6742,0,0,0,5.6608634,49.6489029,,
6743,0,0,0,5.5984721,49.6401596,,
6820,0,0,0,5.2326064,49.7236366,,
6821,0,0,0,5.298336,49.7429733,,
6823,0,0,0,5.3633833,49.6398811,,
6824,0,0,0,5.2693677,49.710228,,
6769,0,0,0,5.4699645,49.6036758,,
6750,0,0,0,5.6810594,49.5694771,,
6747,0,0,0,5.6765428,49.6182976,,
6730,0,0,0,5.4845395,49.6858826,,
6760,0,0,0,5.5830874,49.5798149,,
6761,0,0,0,5.566977,49.5598221,,
6762,0,0,0,5.5305934,49.5415993,,
6720,0,0,0,5.6638269,49.7357712,,
6721,0,0,0,5.6201277,49.7680206,,
6723,0,0,0,5.6155009,49.7187271,,
6724,0,0,0,5.5609365,49.7346725,,
6767,0,0,0,5.4838295,49.5354462,,
5537,0,0,0,4.809999,50.3187485,,
5570,0,0,0,4.9309888,50.0887451,,
5571,0,0,0,4.9783907,50.1451683,,
5572,0,0,0,5.0444975,50.1273956,,
5573,0,0,0,5.0070448,50.1264153,,
5574,0,0,0,5.0034542,50.0887985,,
5576,0,0,0,5.0016298,50.0504036,,
5555,0,0,0,5.0196576,49.92202,,
5590,0,0,0,5.122561,50.2694893,,
5500,0,0,0,4.9156027,50.2356071,,
5501,0,0,0,4.9526587,50.289196,,
5502,0,0,0,4.992578,50.2859688,,
5503,0,0,0,4.9971972,50.2608643,,
5504,0,0,0,4.9877272,50.2396851,,
5575,0,0,0,4.9028025,49.984375,,
5360,0,0,0,5.1083169,50.3456535,,
5361,0,0,0,5.2012181,50.3136215,,
5362,0,0,0,5.172646,50.3303223,,
5363,0,0,0,5.113883,50.3351288,,
5364,0,0,0,5.124661,50.3654976,,
5370,0,0,0,5.2318873,50.3614616,,
5372,0,0,0,5.3410401,50.3601685,,
5374,0,0,0,5.3154268,50.3536797,,
5376,0,0,0,5.2431855,50.3678207,,
5560,0,0,0,4.9816575,50.1793861,,
5561,0,0,0,5.0071259,50.2231827,,
5562,0,0,0,5.059514,50.2105255,,
5563,0,0,0,5.0309172,50.162323,,
5564,0,0,0,5.0670872,50.1495705,,
5520,0,0,0,4.8122506,50.2422791,,
5521,0,0,0,4.7763205,50.2572861,,
5522,0,0,0,4.7971978,50.2847252,,
5523,0,0,0,4.8380828,50.2716675,,
5524,0,0,0,4.811903,50.2409439,,
5580,0,0,0,5.1692448,50.1569214,,
5377,0,0,0,5.3188539,50.2997208,,
5530,0,0,0,4.9407024,50.3252411,,
5540,0,0,0,4.8287497,50.2131844,,
5541,0,0,0,4.832684,50.2078743,,
5542,0,0,0,4.8406777,50.1920395,,
5543,0,0,0,4.8445549,50.1654472,,
5544,0,0,0,4.792397,50.1633568,,
5550,0,0,0,4.9157767,49.850174,,
5300,0,0,0,5.0578551,50.4867287,,
5330,0,0,0,4.9728513,50.3747749,,
5332,0,0,0,4.9615254,50.3511086,,
5333,0,0,0,5.024816,50.3896179,,
5334,0,0,0,5.0727997,50.3730125,,
5336,0,0,0,4.9960613,50.3952065,,
5310,0,0,0,4.8940282,50.5867271,,
5150,0,0,0,4.7557197,50.4349098,,
5070,0,0,0,4.6809821,50.3933067,,
5340,0,0,0,5.0532842,50.4224625,,
5640,0,0,0,4.6660285,50.3327332,,
5641,0,0,0,4.7030306,50.3094597,,
5644,0,0,0,4.723896,50.2889252,,
5646,0,0,0,4.66084,50.2787704,,
5000,0,0,0,4.8701882,50.4614449,,
5001,0,0,0,4.8217154,50.4699135,,
5002,0,0,0,4.8383846,50.478672,,
5003,0,0,0,4.8469706,50.4943542,,
5004,0,0,0,4.893743,50.4788628,,
5020,0,0,0,4.8123302,50.4762421,,
5021,0,0,0,4.9489379,50.4918594,,
5022,0,0,0,4.9069037,50.5170135,,
5024,0,0,0,4.9542971,50.5114555,,
5100,0,0,0,4.8959842,50.4226265,,
5101,0,0,0,4.9321713,50.4568176,,
5350,0,0,0,5.156096,50.4223289,,
5351,0,0,0,5.1473217,50.4418182,,
5352,0,0,0,5.175364,50.4602776,,
5353,0,0,0,5.2084007,50.4524689,,
5354,0,0,0,5.1864834,50.437294,,
5170,0,0,0,4.8283515,50.3751526,,
5140,0,0,0,4.6026282,50.5266037,,
5060,0,0,0,4.6207042,50.4464684,,
5380,0,0,0,4.9872475,50.5539169,,
5190,0,0,0,4.6761861,50.471714,,
5080,0,0,0,4.8305564,50.519577,,
5081,0,0,0,4.7871227,50.5407562,,
5030,0,0,0,4.705586,50.5668068,,
5031,0,0,0,4.7683377,50.5805359,,
5032,0,0,0,4.688622,50.5230408,,
5630,0,0,0,4.4368253,50.179493,,
5660,0,0,0,4.4809346,50.0379333,,
5680,0,0,0,4.6988764,50.1442261,,
5620,0,0,0,4.6557236,50.2410545,,
5621,0,0,0,4.5571117,50.2925339,,
5600,0,0,0,4.5879378,50.169239,,
5650,0,0,0,4.4244971,50.2509918,,
5651,0,0,0,4.4513469,50.2909393,,
5670,0,0,0,4.6252861,50.0538063,,
2590,352,14,24.51884264,4.6561775,51.1072159,,
2820,562,69,28.33102578,4.5708652,51.0208244,,
2880,857,71,45.28120679,4.2429204,51.0954704,,
2570,545,36,21.89395139,4.5142484,51.0957642,,
2220,735,24,35.82837623,4.7280478,51.0671959,,
2221,224,24,11.77992874,4.7672586,51.0463028,,
2222,241,13,28.01811952,4.748322,51.1048393,,
2223,171,5,11.03174367,4.6978197,51.0286751,,
2500,1.190,44,50.85677052,4.5739589,51.1183357,,
2800,2.406,360,31.85697848,4.4651065,51.03508,,
2801,65,7,6.954392582,4.4096751,51.0488091,,
2811,189,27,19.00849797,4.4119906,51.0179214,,
2812,161,30,7.427638695,4.5217566,51.0088348,,
2560,762,18,39.16627054,4.6636605,51.1508789,,
2580,491,20,34.18212781,4.6365156,51.0506973,,
2870,525,50,32.13831028,4.3056412,51.0659142,,
2890,300,33,15.63103168,4.2309113,51.0511551,,
2860,483,28,23.27545753,4.5147257,51.0642014,,
2861,158,16,12.88371466,4.575212,51.0589905,,
2830,750,102,24.20942544,4.3686104,51.0539856,,
2370,436,50,55.00278181,5.0855002,51.3347664,,
2387,50,4,5.596528739,4.9039779,51.4163361,,
2490,572,33,55.30081809,5.1896191,51.1662827,,
2491,133,12,17.00856194,5.1614289,51.1331444,,
2340,572,10,37.33464631,4.8233533,51.3143501,,
2480,354,33,26.08287781,5.1223173,51.2415581,,
2440,1.246,220,113.5590005,4.9847808,51.1665115,,
2280,313,31,18.49468344,4.74015,51.1851234,,
2288,96,8,6.586464584,4.7364292,51.1620483,,
2200,977,110,47.43880734,4.8277736,51.1639214,,
2270,287,30,23.61735538,4.75985,51.1391373,,
2230,427,26,52.35846457,4.883029,51.047287,,
2320,280,14,13.04776368,4.7428608,51.3993988,,
2321,210,13,34.19500059,4.7275815,51.4523048,,
2322,102,7,15.98919559,4.7712193,51.4301949,,
2323,41,1,7.610840857,4.8096056,51.3994827,,
2328,126,3,23.89009076,4.8004441,51.4729195,,
2235,298,24,17.38985118,4.8123665,51.0628357,,
2460,592,59,59.68925838,4.9421306,51.243309,,
2275,493,38,58.48977192,4.8343053,51.2558174,,
2450,283,14,29.70652148,5.0735397,51.1245422,,
2330,245,12,43.86723745,4.8701782,51.370472,,
2400,1.087,274,68.20670712,5.152832,51.2336769,,
2250,362,38,21.56635708,4.8858476,51.1635056,,
2360,417,34,37.32990587,5.0044627,51.3207283,,
2380,160,9,23.07201696,5.022759,51.3781509,,
2381,145,16,37.21004252,5.0060792,51.4113121,,
2382,134,7,31.301569,5.0521483,51.449707,,
2470,307,43,46.82656062,5.0770569,51.2670975,,
2310,342,12,46.90216246,4.7673888,51.3550568,,
2300,1.395,159,56.62787356,4.9401975,51.3290672,,
2290,198,11,27.63794041,4.7729907,51.2176781,,
2350,395,34,11.37143806,4.8852758,51.3054161,,
2260,871,50,52.65978172,4.8818569,51.1063728,,
2430,319,10,24.86605695,5.0288124,51.0916023,,
2431,166,8,15.53039676,4.9736567,51.066021,,
7800,0,0,0,3.7853365,50.6348305,,
7801,0,0,0,3.7540421,50.6212006,,
7802,0,0,0,3.729528,50.5864525,,
7803,0,0,0,3.7558942,50.6530075,,
7804,0,0,0,3.7673435,50.6749153,,
7810,0,0,0,3.8049159,50.6179123,,
7811,0,0,0,3.8216331,50.6190147,,
7812,0,0,0,3.7090371,50.636692,,
7822,0,0,0,3.8449547,50.6552811,,
7823,0,0,0,3.8883789,50.6350822,,
7970,0,0,0,3.7329514,50.5348663,,
7971,0,0,0,3.6428673,50.5352402,,
7972,0,0,0,3.6906953,50.5441475,,
7973,0,0,0,3.7145383,50.5019379,,
7320,0,0,0,3.6657772,50.4772873,,
7321,0,0,0,3.6568623,50.5020218,,
7322,0,0,0,3.7270091,50.4675407,,
7940,0,0,0,3.8708801,50.5929871,,
7941,0,0,0,3.833611,50.6094322,,
7942,0,0,0,3.8533931,50.616703,,
7943,0,0,0,3.8932762,50.6083221,,
7950,0,0,0,3.7858732,50.5687714,,
7951,0,0,0,3.7684038,50.5906868,,
7890,0,0,0,3.698801,50.7206726,,
7880,0,0,0,3.731674,50.75354,,
7910,0,0,0,3.5453806,50.6912727,,
7911,0,0,0,3.6322935,50.668396,,
7912,0,0,0,3.5981629,50.7137985,,
7300,0,0,0,3.7887414,50.4287453,,
7301,0,0,0,3.8208914,50.4240417,,
7370,0,0,0,3.7871082,50.3873291,,
7080,0,0,0,3.886503,50.3900223,,
7350,0,0,0,3.7135177,50.4358826,,
7050,0,0,0,3.9011505,50.5252457,,
7870,0,0,0,3.9114566,50.5703545,,
7000,0,0,0,3.9684975,50.4562111,,
7010,0,0,0,3.9828606,50.4999428,,
7011,0,0,0,3.9009902,50.481102,,
7012,0,0,0,3.8944931,50.4447212,,
7020,0,0,0,3.9717295,50.4911308,,
7021,0,0,0,4.0447726,50.4591751,,
7022,0,0,0,3.9926522,50.4102211,,
7024,0,0,0,3.9451284,50.4126511,,
7030,0,0,0,4.0138435,50.4387169,,
7031,0,0,0,4.046598,50.428627,,
7032,0,0,0,3.9905372,50.4241066,,
7033,0,0,0,3.923573,50.4337196,,
7034,0,0,0,4.0107393,50.4854012,,
7390,0,0,0,3.8587224,50.4377289,,
7380,0,0,0,3.6956844,50.4001045,,
7382,0,0,0,3.723546,50.3827896,,
7330,0,0,0,3.8171723,50.4500847,,
7331,0,0,0,3.8410411,50.4838562,,
7332,0,0,0,3.7822533,50.514122,,
7333,0,0,0,3.8008268,50.4658279,,
7334,0,0,0,3.7674825,50.475666,,
7340,0,0,0,3.8441913,50.405674,,
7387,0,0,0,3.7247713,50.3515091,,
7040,0,0,0,3.9235859,50.3649178,,
7041,0,0,0,4.0090723,50.3695831,,
7700,6,1,0.353219986,3.2233541,50.7429428,,
7711,0,0,0,3.2938533,50.7343369,,
7712,0,0,0,3.2406483,50.7218285,,
7780,0,0,0,2.9973912,50.7848167,,
7781,0,0,0,2.966697,50.7894402,,
7782,0,0,0,2.8781064,50.7275276,,
7784,0,0,0,2.9313712,50.7454529,,
7090,0,0,0,4.1423578,50.6161537,,
7850,0,0,0,4.0300603,50.6776161,,
7100,0,0,0,4.1778264,50.4673767,,
7110,0,0,0,4.1350508,50.4794922,,
7860,0,0,0,3.827569,50.7078362,,
7861,0,0,0,3.7968721,50.6928596,,
7862,0,0,0,3.7749927,50.7209663,,
7863,0,0,0,3.8052588,50.7355995,,
7864,0,0,0,3.8646595,50.7321968,,
7866,0,0,0,3.8715012,50.6934166,,
7070,0,0,0,4.1063128,50.5073586,,
7830,0,0,0,3.9590218,50.6486588,,
7060,0,0,0,4.0478315,50.5906639,,
7061,0,0,0,4.0313292,50.5216331,,
7062,0,0,0,4.1009097,50.5479774,,
7063,0,0,0,4.0015097,50.5708733,,
7190,0,0,0,4.1734529,50.5605087,,
7191,0,0,0,4.2022786,50.5710258,,
6150,0,0,0,4.265614,50.403614,,
6500,0,0,0,4.2560716,50.2222481,,
6511,0,0,0,4.2799678,50.2760239,,
7130,0,0,0,4.1222687,50.424675,,
7131,0,0,0,4.1501598,50.4040337,,
7133,0,0,0,4.2024169,50.3799133,,
7134,0,0,0,4.1913786,50.4223518,,
6460,0,0,0,4.271317,50.0713272,,
6461,0,0,0,4.334167,50.077549,,
6462,0,0,0,4.3645959,50.0636292,,
6463,0,0,0,4.3826532,50.0728989,,
6464,0,0,0,4.3704653,49.9953384,,
6560,0,0,0,4.138649,50.3039284,,
6440,0,0,0,4.3469958,50.1618996,,
6441,0,0,0,4.3528967,50.2025986,,
6540,0,0,0,4.2617965,50.3656006,,
6542,0,0,0,4.2167583,50.3386116,,
6543,0,0,0,4.214395,50.3550186,,
6567,0,0,0,4.194746,50.3209763,,
6590,0,0,0,4.176168,50.0216331,,
6591,0,0,0,4.2059817,50.0363045,,
6592,0,0,0,4.2241926,50.0317688,,
6593,0,0,0,4.1986761,49.9772835,,
6594,0,0,0,4.1623573,50.0053177,,
6596,0,0,0,4.259779,49.9901085,,
6530,0,0,0,4.2913399,50.3397751,,
6531,0,0,0,4.3116994,50.318119,,
6532,0,0,0,4.2699819,50.3120918,,
6533,0,0,0,4.2615228,50.3234215,,
6534,0,0,0,4.3467269,50.3486557,,
6536,0,0,0,4.331336,50.2956772,,
7120,0,0,0,4.100564,50.3786545,,
6120,0,0,0,4.4138951,50.3274002,,
7140,0,0,0,4.2359538,50.4566078,,
7141,0,0,0,4.2501531,50.4392586,,
6470,0,0,0,4.2104254,50.159996,,
7640,0,0,0,3.4734607,50.5520706,,
7641,0,0,0,3.4260225,50.5599785,,
7642,0,0,0,3.4317505,50.5752983,,
7643,0,0,0,3.4767287,50.566227,,
7760,0,0,0,3.4490216,50.7037544,,
7730,0,0,0,3.2884407,50.6876335,,
7740,0,0,0,3.3358152,50.6908646,,
7742,0,0,0,3.3689399,50.693306,,
7743,0,0,0,3.3715224,50.6620712,,
7600,0,0,0,3.5926533,50.5120811,,
7601,0,0,0,3.5864446,50.529335,,
7602,0,0,0,3.59723,50.5448341,,
7603,0,0,0,3.6135092,50.4983215,,
7604,0,0,0,3.5516896,50.5489807,,
7608,0,0,0,3.5317786,50.507534,,
7610,0,0,0,3.3063211,50.552681,,
7611,0,0,0,3.3069594,50.5292969,,
7618,0,0,0,3.3403907,50.5452385,,
7500,0,0,0,3.3875821,50.5919838,,
7501,0,0,0,3.3220732,50.6022606,,
7502,0,0,0,3.2956965,50.5761948,,
7503,0,0,0,3.346561,50.6248932,,
7504,0,0,0,3.33093,50.5809059,,
7506,0,0,0,3.3518176,50.5734673,,
7520,0,0,0,3.2951005,50.6467438,,
7521,0,0,0,3.4122741,50.5861969,,
7522,0,0,0,3.2982399,50.6241264,,
7530,0,0,0,3.4830997,50.5952835,,
7531,0,0,0,3.4739976,50.6215477,,
7532,0,0,0,3.5217502,50.6237679,,
7533,0,0,0,3.5234683,50.6416435,,
7534,0,0,0,3.5449586,50.6025658,,
7536,0,0,0,3.4414492,50.5912094,,
7538,0,0,0,3.5084596,50.5724258,,
7540,0,0,0,3.4320347,50.6381798,,
7542,0,0,0,3.4107904,50.6654472,,
7543,0,0,0,3.4384801,50.656559,,
7548,0,0,0,3.4326484,50.6108627,,
7620,0,0,0,3.3967636,50.536438,,
7621,0,0,0,3.3874745,50.520668,,
7622,0,0,0,3.4445674,50.5227585,,
7623,0,0,0,3.3854704,50.5060349,,
7624,0,0,0,3.3499124,50.5161667,,
7900,0,0,0,3.6239505,50.605854,,
7901,0,0,0,3.5947771,50.6204758,,
7903,0,0,0,3.6688683,50.6015968,,
7904,0,0,0,3.6079144,50.5739136,,
7906,0,0,0,3.5742502,50.6035576,,
7750,0,0,0,3.5045457,50.7381172,,
9300,1.168,188,16.56407252,4.0469894,50.9417877,,
9308,298,29,11.31403296,4.0359435,50.9744301,,
9310,365,39,27.56002982,4.1124005,50.9514465,,
9320,590,51,16.67625977,4.0403562,50.9182854,,
9470,276,33,5.509511083,4.0687714,50.8842506,,
9472,67,5,2.798645318,4.0446277,50.8745689,,
9473,141,17,2.585272267,4.0502295,50.8980942,,
9500,637,51,46.11581875,3.8847775,50.7707787,,
9506,216,29,25.44357249,3.9382899,50.7953529,,
9450,417,34,26.78911203,3.9945769,50.8846817,,
9451,60,4,3.168340951,3.9811742,50.8849487,,
9550,334,31,37.08467694,3.8908775,50.8646126,,
9551,43,6,3.916233182,3.9112806,50.8933334,,
9552,49,4,3.850289941,3.8892851,50.9085884,,
9340,449,54,28.26081328,3.9456105,50.9661407,,
9400,688,81,38.02761092,4.0025539,50.823513,,
9401,38,5,3.553874791,4.0057931,50.8175011,,
9402,136,26,7.581723392,4.0479174,50.8199654,,
9403,14,1,1.059847653,4.0616307,50.8022308,,
9404,28,3,2.14338395,3.9466312,50.8428917,,
9406,74,8,4.312389821,3.990422,50.8445854,,
9520,231,31,20.24559124,3.8761177,50.9309769,,
9521,26,3,3.784145474,3.87467,50.9313469,,
9620,732,104,54.27363753,3.8054838,50.8677063,,
9420,593,62,30.75565064,3.9520221,50.9216156,,
9290,407,41,37.42630613,3.9792414,51.0362625,,
9255,375,22,25.60833733,4.1991444,51.0118294,,
9200,1.312,89,54.4147552,4.0905523,51.0275803,,
9220,765,40,40.71622935,4.1399632,51.0780067,,
9270,414,30,30.43027279,3.8841472,51.042347,,
9280,480,38,24.67493167,4.1188293,50.9925652,,
9250,354,58,32.21925271,4.0748963,51.1186523,,
9230,735,89,36.23135766,3.8702223,50.9943771,,
9260,301,26,18.48853929,3.9534624,50.998745,,
9240,659,25,32.04470193,4.0359821,51.0673904,,
9960,178,15,32.13630444,3.7561789,51.22826,,
9961,52,3,16.28302711,3.7104859,51.2560234,,
9968,134,9,37.00961977,3.6827664,51.2142525,,
9900,527,35,28.98625638,3.562402,51.1942978,,
9970,57,1,14.73879546,3.6164372,51.2271652,,
9971,87,1,18.88639963,3.6357591,51.1931686,,
9990,504,17,60.01752922,3.4328463,51.1995659,,
9991,192,4,24.19362976,3.5027683,51.1821785,,
9992,18,2,5.88754043,3.4082887,51.2518768,,
9980,77,2,20.2667948,3.5371993,51.2327423,,
9981,18,0,10.55597097,3.539809,51.2703857,,
9982,28,0,12.63493574,3.5766864,51.2594147,,
9988,69,6,30.06088317,3.6266689,51.2759666,,
9060,365,19,13.59874021,3.8085186,51.1990433,,
9770,277,1,34.44554788,3.5299339,50.9161301,,
9771,19,0,6.973398894,3.5026367,50.8829117,,
9772,14,1,5.883437425,3.5578024,50.8892708,,
9700,979,6,61.82883409,3.6210287,50.8534775,,
9600,592,36,34.14911981,3.6075537,50.749691,,
9750,220,4,24.31357813,3.6222599,50.9083061,,
9660,310,45,53.87417511,3.7553096,50.7985382,,
9661,18,4,3.504341304,3.8006845,50.7877007,,
9690,148,7,30.41913322,3.5301299,50.7796593,,
9790,146,0,41.99636322,3.5276847,50.8483849,,
9667,60,9,11.22558212,3.6945422,50.8320885,,
9570,124,16,16.66700509,3.8401365,50.8060913,,
9571,18,2,1.551980257,3.8630965,50.809021,,
9572,51,3,6.887136668,3.8171427,50.8026772,,
9680,66,0,21.28898589,3.6385126,50.8050537,,
9681,65,0,12.42671311,3.6038098,50.7835464,,
9688,43,0,12.37624812,3.6829796,50.7899475,,
9630,170,12,27.11167048,3.7275918,50.8760872,,
9636,27,5,2.45752871,3.6893306,50.888279,,
9120,1.269,80,60.86719798,4.2434535,51.2136383,,
9130,241,15,60.48057851,4.2314272,51.2867241,,
9150,527,33,33.43877932,4.2916441,51.1578407,,
9160,1.126,148,65.92824993,3.9613121,51.1133881,,
9170,536,21,51.68828488,4.1189156,51.2294998,,
9100,1.776,179,40.5216011,4.1621351,51.1707993,,
9111,238,10,19.27672954,4.0899916,51.1574211,,
9112,166,6,22.27080286,4.0291653,51.1600571,,
9190,584,21,41.08303908,4.0285616,51.2123108,,
9140,1.138,121,37.74671866,4.2054849,51.133049,,
8600,335,16,136.9663328,2.8541627,51.0474358,,
8650,192,13,53.22327586,2.8964407,50.9700699,,
8680,190,14,34.00513344,2.9637547,51.0890846,,
8610,259,9,52.51304182,3.0018868,51.0247879,,
8647,53,6,63.65010744,2.7753189,50.96064,,
8900,710,48,37.51719735,2.8715119,50.8495331,,
8902,75,5,35.055548,2.9161115,50.8227654,,
8904,68,4,11.37037077,2.8590465,50.9011002,,
8906,21,3,14.01176795,2.8081195,50.8816299,,
8908,66,6,20.79405782,2.8207078,50.846981,,
8957,11,1,3.169108957,2.8976748,50.7597084,,
8970,396,37,61.22821894,2.7313266,50.8467064,,
8972,61,2,33.5470572,2.6522059,50.8976479,,
8978,43,5,24.90422755,2.6407413,50.8471832,,
8940,352,32,43.7270122,3.0565174,50.810154,,
8980,257,31,63.19449446,3.0036273,50.8664284,,
8950,25,6,17.48988849,2.8245013,50.7375832,,
8951,12,1,6.956567049,2.7941189,50.7609749,,
8952,2,0,0.155908898,2.8421149,50.766861,,
8953,37,6,26.34280804,2.902674,50.7828293,,
8954,50,5,16.52688253,2.758141,50.8004608,,
8956,20,1,4.056369126,2.8357482,50.7900162,,
8958,10,1,3.948890924,2.7834568,50.7819519,,
8920,144,16,52.37412192,2.9292307,50.9159355,,
8640,67,6,38.51981838,2.7416553,50.9137192,,
8570,268,24,30.41299377,3.4455867,50.8375778,,
8572,20,4,4.09624055,3.4945149,50.8143501,,
8573,56,2,7.847831607,3.4653454,50.812458,,
8580,156,11,10.20641708,3.4483705,50.7775192,,
8581,38,2,6.515826039,3.4906445,50.7961082,,
8582,21,3,3.250838012,3.4264021,50.7587929,,
8583,3,0,0.282572344,3.4052534,50.7490082,,
8540,262,19,17.00845039,3.3662183,50.8425331,,
8530,438,34,12.74881029,3.3176117,50.8434525,,
8531,165,9,14.3587196,3.2969296,50.8844337,,
8500,1.118,54,22.53418076,3.276469,50.8154411,,
8501,412,29,14.57660832,3.2319424,50.8461952,,
8510,380,52,35.09210551,3.2790954,50.7751846,,
8511,49,5,5.494822323,3.2239842,50.7764397,,
8520,301,25,10.1457533,3.2715466,50.860199,,
8860,103,11,13.53709421,3.2319343,50.8859787,,
8930,566,54,32.43857809,3.1543734,50.7924767,,
8790,726,7,26.76551747,3.4263892,50.8785133,,
8791,148,8,6.406531766,3.3450129,50.8723602,,
8792,147,3,6.816860199,3.3673565,50.8852921,,
8793,75,4,3.118450284,3.3970749,50.9010811,,
8560,735,63,34.14215399,3.1738613,50.8312531,,
8550,313,22,15.7832633,3.3393316,50.805439,,
8551,66,10,13.01898409,3.3992934,50.7938232,,
8552,83,3,10.32507154,3.3858798,50.7732162,,
8553,50,11,7.694685698,3.4214776,50.8083954,,
8554,53,8,16.52461633,3.3519151,50.7626495,,
8587,39,2,10.81137064,3.3626723,50.7304001,,
8450,443,24,13.06276262,2.9775033,51.2367477,,
8470,300,18,30.93798002,2.9432516,51.1511497,,
8480,375,20,42.08585717,3.0308135,51.1126823,,
8430,136,5,4.239370897,2.8136625,51.1824455,,
8431,21,1,4.182900958,2.8369374,51.1781464,,
8432,62,2,20.21821766,2.881253,51.1675148,,
8433,30,1,31.79695846,2.8392496,51.1352005,,
8434,156,12,8.191862017,2.7728546,51.1551018,,
8400,1.978,73,35.57619835,2.9258435,51.2098808,,
8460,252,14,30.17795746,3.0123076,51.1860428,,
8420,273,14,23.11407736,3.0374646,51.2566605,,
8421,57,4,16.11410242,3.0625584,51.2626686,,
8830,227,14,36.12886736,3.0822771,50.9894028,,
8770,244,18,16.00262035,3.2605801,50.9214706,,
8870,625,44,25.10307499,3.2054629,50.9211388,,
8880,146,6,24.84428813,3.1493368,50.8718987,,
8810,187,15,26.13159713,3.1461484,51.0278511,,
8890,234,16,35.47549227,3.0790353,50.8809013,,
8800,1.448,146,59.48164356,3.1335163,50.9368782,,
8840,202,17,46.8315317,3.0189145,50.9537125,,
8720,198,1,25.00609978,3.406563,50.9532394,,
8760,259,5,28.24483357,3.2950504,50.9509468,,
8780,195,2,15.14071915,3.3372762,50.9305801,,
8740,146,3,34.67341305,3.2656245,51.0009727,,
8755,121,0,29.25405496,3.3824365,51.055191,,
8700,478,7,68.88839307,3.3636701,51.0065269,,
8710,193,2,20.41862174,3.3668008,50.9122505,,
8750,336,35,68.49344693,3.2600815,51.0595016,,
8850,177,28,24.41160882,3.2045336,50.9707527,,
8851,36,8,10.51982582,3.1996288,51.0069389,,
8690,47,3,22.71226449,2.7130382,51.0056458,,
8691,57,0,49.38708095,2.6552,50.956665,,
8660,201,11,16.41565686,2.5894701,51.0788727,,
8670,500,31,35.22786561,2.6823056,51.1096077,,
8620,249,26,25.73958154,2.7674007,51.1232338,,
8630,253,15,79.13393216,2.6645732,51.0465584,,
4540,0,0,0,5.3115911,50.5529938,,
4210,0,0,0,5.099369,50.5825119,,
4560,0,0,0,5.3358283,50.4129944,,
4190,0,0,0,5.6205812,50.4072342,,
4180,0,0,0,5.5482941,50.4409904,,
4181,0,0,0,5.5766306,50.4255562,,
4217,0,0,0,5.0895643,50.5505524,,
4218,0,0,0,5.1277308,50.5262794,,
4500,0,0,0,5.2221613,50.50877,,
4570,0,0,0,5.2392707,50.467556,,
4577,0,0,0,5.3017874,50.4736137,,
4550,0,0,0,5.400795,50.5172043,,
4590,0,0,0,5.465724,50.4447098,,
4537,0,0,0,5.3020468,50.6088028,,
4530,0,0,0,5.242682,50.5933075,,
4520,0,0,0,5.1980772,50.5502701,,
4160,0,0,0,5.5210476,50.4786987,,
4161,0,0,0,5.5125675,50.5023499,,
4162,0,0,0,5.4980731,50.4867897,,
4163,0,0,0,5.4735241,50.4970207,,
4480,0,0,0,5.3887315,50.5575371,,
4557,0,0,0,5.3801613,50.4752922,,
4770,0,0,0,6.1662583,50.3390541,,
4771,0,0,0,6.2229524,50.3634834,,
4880,0,0,0,5.8511877,50.7005081,,
4837,0,0,0,6.0446959,50.5830879,,
4760,0,0,0,6.3173814,50.3724174,,
4761,0,0,0,6.3056102,50.4517326,,
4750,0,0,0,6.2092199,50.4645386,,
4820,0,0,0,5.854352,50.6132126,,
4821,0,0,0,5.8840947,50.614315,,
4700,0,0,0,6.1375504,50.6036072,,
4701,0,0,0,6.0495181,50.6501389,,
4650,0,0,0,5.8090281,50.6372566,,
4651,0,0,0,5.7962408,50.6396523,,
4652,0,0,0,5.7716761,50.6109695,,
4653,0,0,0,5.7583609,50.6597443,,
4654,0,0,0,5.8075333,50.6761894,,
4845,0,0,0,5.9664831,50.530838,,
4720,0,0,0,6.0121269,50.7256088,,
4721,0,0,0,6.0183554,50.7256927,,
4728,0,0,0,6.030992,50.7091484,,
4990,0,0,0,5.7859693,50.3076248,,
4830,0,0,0,5.9342566,50.6024437,,
4831,0,0,0,5.9220557,50.6304436,,
4834,0,0,0,5.9568582,50.5987129,,
4710,0,0,0,5.9911146,50.6788826,,
4711,0,0,0,6.0362515,50.6765442,,
4960,0,0,0,6.0415831,50.4313965,,
4877,0,0,0,5.7317977,50.5873604,,
4860,0,0,0,5.7993622,50.5681152,,
4861,0,0,0,5.7853088,50.5916862,,
4730,0,0,0,6.1315355,50.6562958,,
4731,0,0,0,6.0961514,50.6986351,,
4780,0,0,0,6.0888762,50.3089714,,
4782,0,0,0,6.2555552,50.2809296,,
4783,0,0,0,6.1808186,50.2647324,,
4784,0,0,0,6.0682139,50.2857513,,
4900,0,0,0,5.8670888,50.4720688,,
4970,0,0,0,5.9580221,50.4165421,,
4987,0,0,0,5.7984128,50.4082375,,
4910,0,0,0,5.817729,50.510006,,
4800,0,0,0,5.8560772,50.5844574,,
